"RootFolder","File","RelativePath","DateTime","TreeID","Temperature","Empty","Species","Count","Behaviour","Same_IND","Comment","CameraID","Date","infant","Hour","Minute","Time_numeric","Time_radians"
"RECONYX_24_cloud","RCNX0069.AVI","H01\231201-30_R300_H01 ",2023-12-27 01:20:53,"H01",16,FALSE,"Aot",3,"Wandering",FALSE,"One is the one with scars","300R","2023-12-27",0,1,20,1.33333333333333,0.349065850398866
"RECONYX_24_cloud","RCNX0079.AVI","H01\240101-20_R300_H01 ",2024-01-06 02:53:13,"H01",15,FALSE,"Aot",3,"Wandering",FALSE,"","300R","2024-01-06",0,2,53,2.88333333333333,0.754854901487548
"RECONYX_24_cloud","RCNX0081.AVI","H01\240101-20_R300_H01 ",2024-01-06 21:17:41,"H01",15,FALSE,"Aot",1,"Inspecting",FALSE,"","300R","2024-01-06",0,21,17,21.2833333333333,5.5719636369919
"RECONYX_24_cloud","RCNX0003.AVI","H05\240106-18_R400_H05 ",2024-01-06 02:51:28,"H05",14,FALSE,"Aot",2,"Inspecting",FALSE,"","400R","2024-01-06",0,2,51,2.85,0.746128255227576
"RECONYX_24_cloud","RCNX0008.AVI","H06\240106-18_R500_H06 ",2024-01-06 02:44:14,"H06",14,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-01-06",0,2,44,2.73333333333333,0.715584993317675
"RECONYX_24_cloud","RCNX0089.AVI","H01\240101-20_R300_H01 ",2024-01-08 03:26:02,"H01",14,FALSE,"Aot",1,"Insectivory",FALSE,"Eating insects on leaves","300R","2024-01-08",0,3,26,3.43333333333333,0.89884456477708
"RECONYX_24_cloud","RCNX0009.AVI","H06\240106-18_R500_H06 ",2024-01-08 03:16:31,"H06",13,FALSE,"Aot",4,"Wandering",FALSE,"","500R","2024-01-08",0,3,16,3.26666666666667,0.855211333477221
"RECONYX_24_cloud","RCNX0093.AVI","H01\240101-20_R300_H01 ",2024-01-09 03:01:00,"H01",15,FALSE,"Aot",3,"Insectivory",FALSE,"eating insects from leaf","300R","2024-01-09",0,3,1,3.01666666666667,0.789761486527434
"RECONYX_24_cloud","RCNX0012.AVI","H06\240106-18_R500_H06 ",2024-01-09 02:52:03,"H06",14,FALSE,"Aot",3,"Wandering",FALSE,"","500R","2024-01-09",0,2,52,2.86666666666667,0.750491578357562
"RECONYX_24_cloud","RCNX0099.AVI","H01\240101-20_R300_H01 ",2024-01-12 01:30:16,"H01",14,FALSE,"Aot",3,"Inspecting",FALSE,"","300R","2024-01-12",0,1,30,1.5,0.392699081698724
"RECONYX_24_cloud","RCNX0106.AVI","H01\240101-20_R300_H01 ",2024-01-12 22:42:11,"H01",15,FALSE,"Aot",1,"Wandering",FALSE,"Baby on the belly? not sure","300R","2024-01-12",1,22,42,22.7,5.94284610304069
"RECONYX_24_cloud","RCNX0005.AVI","H05\240106-18_R400_H05 ",2024-01-12 01:29:21,"H05",13,FALSE,"Aot",1,"Wandering",FALSE,"","400R","2024-01-12",0,1,29,1.48333333333333,0.388335758568738
"RECONYX_24_cloud","RCNX0107.AVI","H01\240101-20_R300_H01 ",2024-01-15 05:08:33,"H01",15,FALSE,"Aot",4,"Wandering",FALSE,"baby belly? Newborn owl monkeys weigh, on average, 96.5 g (3.40 oz) and instinctively ventrally cling to the mother. The infant will exhibit this pattern of attachment until about three to four weeks of age, when it will begin to cling dorsally to its carrier (Dixson 1994) https://primate.wisc.edu/primate-info-net/pin-factsheets/pin-factsheet-owl-monkey/#behavior-sociality","300R","2024-01-15",1,5,8,5.13333333333333,1.34390352403563
"RECONYX_24_cloud","RCNX0001_Aot.AVI","H06_2\240125-30_R500_H06 ",2024-01-25 22:09:26,"H06",14,FALSE,"Aot",1,"Wandering",FALSE,"hair damaged - old scars maybe","500R","2024-01-25",0,22,9,22.15,5.79885643975116
"RECONYX_24_cloud","RCNX0005_Aot.AVI","H11_2\240122-29_R800_H11 ",2024-01-25 22:50:18,"H11",14,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-01-25",0,22,50,22.8333333333333,5.97775268808058
"RECONYX_24_cloud","RCNX0007_Aot.AVI","H01_2\240121-31_R300_H01 ",2024-01-26 23:26:30,"H01",15,FALSE,"Aot",2,"Wandering",FALSE,"","300R","2024-01-26",0,23,26,23.4333333333333,6.13483232076007
"RECONYX_24_cloud","RCNX0001_Aot.AVI","H05_2\240126_R400_H05 ",2024-01-26 23:24:59,"H05",13,FALSE,"Aot",2,"Wandering",FALSE,"very bad image - baby","400R","2024-01-26",1,23,24,23.4,6.1261056745001
"RECONYX_24_cloud","RCNX0011_Aot.AVI","H11_2\240202-29_R800_H11 ",2024-02-02 05:38:21,"H11",15,FALSE,"Aot",2,"Wandering",FALSE,"","800R","2024-02-02",0,5,38,5.63333333333333,1.47480321793521
"RECONYX_24_cloud","RCNX0014_Aot_baby.AVI","H01_2\240201-16_R300_H01 ",2024-02-08 23:19:32,"H01",15,FALSE,"Aot",4,"Wandering",FALSE,"baby","300R","2024-02-08",1,23,19,23.3166666666667,6.10428905885017
"RECONYX_24_cloud","RCNX0003.AVI","H05_2\240208-15_R400_H05 ",2024-02-08 23:15:59,"H05",13,FALSE,"Aot",1,"Wandering",FALSE,"very bad image","400R","2024-02-08",0,23,15,23.25,6.08683576633022
"RECONYX_24_cloud","RCNX0006.AVI","H06_2\240208-25_R500_H06 ",2024-02-08 23:10:51,"H06",14,FALSE,"Aot",1,"Wandering",FALSE,"very bad image","500R","2024-02-08",0,23,10,23.1666666666667,6.0650191506803
"RECONYX_24_cloud","RCNX0020_Aot.AVI","H01_2\240201-16_R300_H01 ",2024-02-12 04:02:56,"H01",15,FALSE,"Aot",5,"Wandering",FALSE,"baby","300R","2024-02-12",1,4,2,4.03333333333333,1.05592419745657
"RECONYX_24_cloud","RCNX0008.AVI","H06_2\240208-25_R500_H06 ",2024-02-12 03:55:59,"H06",14,FALSE,"Aot",1,"Wandering",FALSE,"very bad image","500R","2024-02-12",0,3,55,3.91666666666667,1.02538093554667
"RECONYX_24_cloud","RCNX0022_Aot.AVI","H01_2\240201-16_R300_H01 ",2024-02-13 19:28:58,"H01",15,FALSE,"Aot",2,"Inspecting",FALSE,"","300R","2024-02-13",0,19,28,19.4666666666667,5.09636141582344
"RECONYX_24_cloud","RCNX0020_Aot.AVI","H11_2\240202-29_R800_H11 ",2024-02-14 00:14:50,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-02-14",0,0,14,0.233333333333333,0.0610865238198015
"RECONYX_24_cloud","RCNX0022_Aot.AVI","H11_2\240202-29_R800_H11 ",2024-02-14 01:13:27,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-02-14",0,1,13,1.21666666666667,0.318522588488965
"RECONYX_24_cloud","RCNX0028_Aot.AVI","H01_2\240201-16_R300_H01 ",2024-02-15 03:36:02,"H01",15,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-02-15",0,3,36,3.6,0.942477796076938
"RECONYX_24_cloud","RCNX0010.AVI","H06_2\240208-25_R500_H06 ",2024-02-20 19:43:59,"H06",15,FALSE,"Aot",1,"Wandering",FALSE,"very bad image","500R","2024-02-20",0,19,43,19.7166666666667,5.16181126277323
"RECONYX_24_cloud","RCNX0052_Aot.AVI","H11_2\240202-29_R800_H11 ",2024-02-22 00:48:51,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-02-22",0,0,48,0.8,0.20943951023932
"RECONYX_24_cloud","RCNX0012.AVI","H06_2\240208-25_R500_H06 ",2024-02-23 04:38:11,"H06",13,FALSE,"Aot",2,"Wandering",FALSE,"baby","500R","2024-02-23",1,4,38,4.63333333333333,1.21300383013606
"RECONYX_24_cloud","RCNX0013.AVI","H06_2\240208-25_R500_H06 ",2024-02-23 05:19:57,"H06",13,FALSE,"Aot",1,"Wandering",FALSE,"very bad image","500R","2024-02-23",0,5,19,5.31666666666667,1.39190007846548
"RECONYX_24_cloud","RCNX0056_Aot.AVI","H11_2\240202-29_R800_H11 ",2024-02-29 05:07:46,"H11",13,FALSE,"Aot",1,"Inspecting",FALSE,"","800R","2024-02-29",0,5,7,5.11666666666667,1.33954020090565
"RECONYX_24_cloud","RCNX0016_Aot.AVI","H06_2\240304-15_R500_H06 ",2024-03-04 19:23:15,"H06",15,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-03-04",0,19,23,19.3833333333333,5.07454480017351
"RECONYX_24_cloud","RCNX0062_Aot.AVI","H11_2\240301-15_R800_H11 ",2024-03-06 19:38:48,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-03-06",0,19,38,19.6333333333333,5.1399946471233
"RECONYX_24_cloud","RCNX0002_Aot.AVI","H04_2\240309_R600_H04 ",2024-03-09 03:37:45,"H04",12,FALSE,"Aot",2,"Wandering",FALSE,"","600R","2024-03-09",0,3,37,3.61666666666667,0.946841119206924
"RECONYX_24_cloud","RCNX0002.AVI","H11_3\240415-30_R800_H11 ",2024-03-15 21:40:03,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-03-15",0,21,40,21.6666666666667,5.67232006898157
"RECONYX_24_cloud","RCNX0002.AVI","H06_3\240315-30_R500_H06 ",2024-03-16 02:58:18,"H06",14,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-03-16",0,2,58,2.96666666666667,0.776671517137477
"RECONYX_24_cloud","RCNX0008.AVI","H06_3\240315-30_R500_H06 ",2024-03-20 21:56:21,"H06",14,FALSE,"Aot",2,"Wandering",FALSE,"","500R","2024-03-20",0,21,56,21.9333333333333,5.74213323906134
"RECONYX_24_cloud","RCNX0005.AVI","H11_3\240415-30_R800_H11 ",2024-03-20 22:30:58,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-03-20",0,22,30,22.5,5.89048622548086
"RECONYX_24_cloud","RCNX0001.AVI","H04_3\240321-30_R600_H04 ",2024-03-21 01:41:10,"H04",14,FALSE,"Aot",1,"Wandering",FALSE,"","600R","2024-03-21",0,1,41,1.68333333333333,0.440695636128568
"RECONYX_24_cloud","RCNX0002.avi","H05_3\240315-21_R400_H05 ",2024-03-21 01:45:25,"H05",13,FALSE,"Aot",1,"Inspecting",FALSE,"","400R","2024-03-21",0,1,45,1.75,0.458148928648512
"RECONYX_24_cloud","RCNX0009.AVI","H06_3\240315-30_R500_H06 ",2024-03-21 01:48:16,"H06",14,FALSE,"Aot",2,"Insectivory",FALSE,"Eating insects","500R","2024-03-21",0,1,48,1.8,0.471238898038469
"RECONYX_24_cloud","RCNX0014.AVI","H06_3\240315-30_R500_H06 ",2024-03-21 05:39:16,"H06",15,FALSE,"Aot",5,"Wandering",FALSE,"baby","500R","2024-03-21",1,5,39,5.65,1.47916654106519
"RECONYX_24_cloud","RCNX0021.AVI","H06_3\240315-30_R500_H06 ",2024-03-23 05:47:28,"H06",13,FALSE,"Aot",3,"Wandering",FALSE,"","500R","2024-03-23",0,5,47,5.78333333333333,1.51407312610508
"RECONYX_24_cloud","RCNX0010.AVI","H11_3\240415-30_R800_H11 ",2024-03-23 18:50:06,"H11",17,FALSE,"Aot",2,"Wandering",FALSE,"bad image: too close to camera and not sure it is 2","800R","2024-03-23",0,18,50,18.8333333333333,4.93055513688398
"RECONYX_24_cloud","RCNX0015.AVI","H11_3\240415-30_R800_H11 ",2024-03-28 05:33:49,"H11",10,FALSE,"Aot",1,"Wandering",FALSE,"bad image:out of camera view - appears for just 1 s at second 20","800R","2024-03-28",0,5,33,5.55,1.45298660228528
"RECONYX_24_cloud","RCNX0016.AVI","H11_3\240415-30_R800_H11 ",2024-03-29 03:28:23,"H11",14,FALSE,"Aot",1,"Wandering",FALSE,"bad image:out of camera view - appears for just 1 s","800R","2024-03-29",0,3,28,3.46666666666667,0.907571211037051
"RECONYX_24_cloud","RCNX0002.AVI","H04_3\240321-30_R600_H04 ",2024-03-30 20:54:04,"H04",13,FALSE,"Aot",1,"Wandering",FALSE,"","600R","2024-03-30",0,20,54,20.9,5.47160720500222
"RECONYX_24_cloud","RCNX0034.AVI","H06_3\240315-30_R500_H06 ",2024-03-30 21:17:59,"H06",13,FALSE,"Aot",2,"Wandering",FALSE,"","500R","2024-03-30",0,21,17,21.2833333333333,5.5719636369919
"RECONYX_24_cloud","RCNX0003.AVI","H01_3\240315-31_R300_H01 ",2024-03-31 00:23:59,"H01",14,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-03-31",0,0,23,0.383333333333333,0.100356431989674
"RECONYX_24_cloud","RCNX0006.AVI","H01_3\240401-17_R300_H01 ",2024-04-01 05:23:12,"H01",14,FALSE,"Aot",3,"Wandering",FALSE,"","300R","2024-04-01",0,5,23,5.38333333333333,1.40935337098542
"RECONYX_24_cloud","RCNX0019.AVI","H11_3\240402-18_R800_H11 ",2024-04-02 00:21:00,"H11",15,FALSE,"Aot",3,"Wandering",FALSE,"baby","800R","2024-04-02",1,0,21,0.35,0.0916297857297023
"RECONYX_24_cloud","RCNX0023.AVI","H11_3\240402-18_R800_H11 ",2024-04-04 00:47:05,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-04",0,0,47,0.783333333333333,0.205076187109334
"RECONYX_24_cloud","RCNX0027.AVI","H11_3\240402-18_R800_H11 ",2024-04-06 03:11:42,"H11",14,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-06",0,3,11,3.18333333333333,0.833394717827292
"RECONYX_24_cloud","RCNX0028.AVI","H11_3\240402-18_R800_H11 ",2024-04-07 05:33:36,"H11",14,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-07",0,5,33,5.55,1.45298660228528
"RECONYX_24_cloud","RCNX0011.AVI","H01_3\240401-17_R300_H01 ",2024-04-11 04:19:27,"H01",14,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-04-11",0,4,19,4.31666666666667,1.13010069066633
"RECONYX_24_cloud","RCNX0032.AVI","H11_3\240402-18_R800_H11 ",2024-04-11 04:55:20,"H11",13,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-11",0,4,55,4.91666666666667,1.28718032334582
"RECONYX_24_cloud","RCNX0035.AVI","H11_3\240402-18_R800_H11 ",2024-04-13 18:45:28,"H11",16,FALSE,"Aot",2,"Wandering",FALSE,"baby","800R","2024-04-13",1,18,45,18.75,4.90873852123405
"RECONYX_24_cloud","RCNX0038.AVI","H11_3\240402-18_R800_H11 ",2024-04-15 04:21:34,"H11",14,FALSE,"Aot",2,"Wandering",FALSE,"baby","800R","2024-04-15",1,4,21,4.35,1.1388273369263
"RECONYX_24_cloud","RCNX0039.AVI","H11_3\240402-18_R800_H11 ",2024-04-16 00:11:23,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-16",0,0,11,0.183333333333333,0.0479965544298441
"RECONYX_24_cloud","RCNX0040.AVI","H11_3\240402-18_R800_H11 ",2024-04-16 02:25:03,"H11",14,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-16",0,2,25,2.41666666666667,0.632681853847944
"RECONYX_24_cloud","RCNX0042.AVI","H11_3\240402-18_R800_H11 ",2024-04-18 04:58:22,"H11",14,FALSE,"Aot",3,"Wandering",FALSE,"baby","800R","2024-04-18",1,4,58,4.96666666666667,1.30027029273578
"RECONYX_24_cloud","RCNX0002.AVI","H11_4\240420-29_R800_H11 ",2024-04-20 04:45:40,"H11",13,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-04-20",0,4,45,4.75,1.24354709204596
"RECONYX_24_cloud","RCNX0003.AVI","H06_4\240420-30_R500_H06 ",2024-04-21 20:51:54,"H06",18,FALSE,"Aot",2,"Wandering",FALSE,"","500R","2024-04-21",0,20,51,20.85,5.45851723561227
"RECONYX_24_cloud","RCNX0003.AVI","H01_4\240421-30_R300_H01 ",2024-04-27 21:05:44,"H01",15,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-04-27",0,21,5,21.0833333333333,5.51960375943207
"RECONYX_24_cloud","RCNX0007.AVI","H11_4\240420-29_R800_H11 ",2024-04-29 21:35:44,"H11",16,FALSE,"Aot",1,"Insectivory",FALSE,"Insectivory on Bromeliads","800R","2024-04-29",0,21,35,21.5833333333333,5.65050345333164
"RECONYX_24_cloud","RCNX0008.AVI","H11_4\240420-29_R800_H11 ",2024-04-29 22:24:18,"H11",16,FALSE,"Aot",2,"Wandering",FALSE,"","800R","2024-04-29",0,22,24,22.4,5.86430628670095
"RECONYX_24_cloud","RCNX0011.AVI","H01_4\240421-30_R300_H01 ",2024-04-30 18:55:08,"H01",17,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-04-30",0,18,55,18.9166666666667,4.95237175253391
"RECONYX_24_cloud","RCNX0012.AVI","H11_4\240501-24_R800_H11 ",2024-05-01 19:31:50,"H11",15,FALSE,"Aot",2,"Wandering",FALSE,"","800R","2024-05-01",0,19,31,19.5166666666667,5.1094513852134
"RECONYX_24_cloud","RCNX0014.AVI","H11_4\240501-24_R800_H11 ",2024-05-06 02:28:38,"H11",17,FALSE,"Aot",2,"Wandering",FALSE,"","800R","2024-05-06",0,2,28,2.46666666666667,0.645771823237902
"RECONYX_24_cloud","RCNX0019.AVI","H01_4\240501-24_R300_H01 ",2024-05-09 01:34:20,"H01",14,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-05-09",0,1,34,1.56666666666667,0.410152374218667
"RECONYX_24_cloud","RCNX0024.AVI","H01_4\240501-24_R300_H01 ",2024-05-09 21:46:34,"H01",16,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-05-09",0,21,46,21.7666666666667,5.69850000776149
"RECONYX_24_cloud","RCNX0025.AVI","H01_4\240501-24_R300_H01 ",2024-05-10 05:33:04,"H01",14,FALSE,"Aot",2,"Wandering",FALSE,"","300R","2024-05-10",0,5,33,5.55,1.45298660228528
"RECONYX_24_cloud","RCNX0017.AVI","H11_4\240501-24_R800_H11 ",2024-05-11 04:15:06,"H11",15,FALSE,"Aot",3,"Wandering",FALSE,"","800R","2024-05-11",0,4,15,4.25,1.11264739814639
"RECONYX_24_cloud","RCNX0029.AVI","H01_4\240501-24_R300_H01 ",2024-05-12 23:48:26,"H01",16,FALSE,"Aot",3,"Inspecting",FALSE,"","300R","2024-05-12",0,23,48,23.8,6.23082542961976
"RECONYX_24_cloud","RCNX0031.AVI","H01_4\240501-24_R300_H01 ",2024-05-13 21:10:46,"H01",13,FALSE,"Aot",3,"Wandering",FALSE,"","300R","2024-05-13",0,21,10,21.1666666666667,5.541420375082
"RECONYX_24_cloud","RCNX0018.AVI","H11_4\240501-24_R800_H11 ",2024-05-13 01:40:14,"H11",18,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-05-13",0,1,40,1.66666666666667,0.436332312998582
"RECONYX_24_cloud","RCNX0036.AVI","H01_4\240501-24_R300_H01 ",2024-05-15 22:30:56,"H01",16,FALSE,"Aot",2,"Wandering",FALSE,"","300R","2024-05-15",0,22,30,22.5,5.89048622548086
"RECONYX_24_cloud","RCNX0022.AVI","H11_4\240501-24_R800_H11 ",2024-05-15 03:16:58,"H11",15,FALSE,"Aot",2,"Wandering",FALSE,"","800R","2024-05-15",0,3,16,3.26666666666667,0.855211333477221
"RECONYX_24_cloud","RCNX0013.AVI","H06_4\240502-24_R500_H06 ",2024-05-19 20:35:12,"H06",14,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-05-19",0,20,35,20.5833333333333,5.38870406553249
"RECONYX_24_cloud","RCNX0025.AVI","H11_4\240501-24_R800_H11 ",2024-05-20 05:32:34,"H11",15,FALSE,"Aot",3,"Wandering",FALSE,"","800R","2024-05-20",0,5,32,5.53333333333333,1.44862327915529
"RECONYX_24_cloud","RCNX0026.AVI","H11_4\240501-24_R800_H11 ",2024-05-21 04:26:58,"H11",15,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-05-21",0,4,26,4.43333333333333,1.16064395257623
