start,end,Parcela,Species,ID,Individuo,DD,MM,YY,LB,NL,ML,GL,AL,FB,OF,FR,MF
14:11.1,16:07.0,3,Handroanthus crysanthus,H01,1,5,6,2022,0,0,4,0,0,0,0,0,0
16:09.9,16:44.6,3,Handroanthus crysanthus,H05,5,5,6,2022,0,0,4,0,0,0,0,0,0
16:47.0,17:23.6,3,Handroanthus crysanthus,H04,4,5,6,2022,0,0,4,0,0,0,0,0,0
18:10.4,18:44.4,3,Handroanthus crysanthus,H06,6,5,6,2022,0,0,5,0,0,0,0,0,0
18:46.9,19:28.3,3,Handroanthus crysanthus,H10,10,5,6,2022,0,0,4,0,0,0,0,0,0
20:49.6,21:24.6,3,Handroanthus crysanthus,H11,11,6,6,2022,0,0,5,0,2,0,0,0,0
21:27.0,21:59.5,3,Handroanthus crysanthus,H02,2,6,6,2022,0,0,4,0,3,0,0,0,0
57:04.3,58:05.8,3,Handroanthus crysanthus,H14,14,9,5,2023,0,0,3,0,1,0,0,0,0
59:26.6,00:15.1,3,Handroanthus crysanthus,H01,1,10,5,2023,0,0,4,0,1,0,0,0,0
00:17.6,01:18.9,3,Handroanthus crysanthus,H05,5,10,5,2023,0,0,4,0,1,0,0,0,0
01:22.3,02:07.6,3,Handroanthus crysanthus,H12,12,10,5,2023,0,0,4,0,2,0,0,0,0
02:16.0,03:17.0,3,Handroanthus crysanthus,H13,13,10,5,2023,0,0,3,0,2,0,0,0,0
06:28.7,07:15.8,3,Handroanthus crysanthus,H11,11,15,5,2023,0,0,4,0,3,0,0,0,0
07:18.3,08:01.3,3,Handroanthus crysanthus,H02,2,15,5,2023,0,0,5,0,1,0,0,0,0
50:51.6,52:01.0,3,Handroanthus crysanthus,H07,7,17,5,2023,0,0,4,0,3,0,0,0,0
52:12.9,53:33.4,3,Handroanthus crysanthus,H04,4,17,5,2023,0,0,4,0,2,0,0,0,0
54:07.9,55:09.5,3,Handroanthus crysanthus,H06,6,17,5,2023,0,0,4,0,3,0,0,0,0
56:56.5,59:33.4,3,Handroanthus crysanthus,H10,10,17,5,2023,0,0,3,0,2,0,0,0,0
29:32.3,30:36.8,3,Handroanthus crysanthus,H14,14,24,5,2023,0,0,3,0,2,0,0,0,0
42:10.9,42:52.0,3,Handroanthus crysanthus,H07,7,25,5,2023,0,0,3,0,2,0,0,0,0
42:54.3,43:53.9,3,Handroanthus crysanthus,H01,1,25,5,2023,0,0,4,0,1,0,0,0,0
43:56.7,44:43.0,3,Handroanthus crysanthus,H04,4,25,5,2023,0,0,4,0,2,0,0,0,0
44:46.6,45:32.1,3,Handroanthus crysanthus,H05,5,25,5,2023,0,0,4,0,1,0,0,0,0
45:34.8,46:33.5,3,Handroanthus crysanthus,H12,12,25,5,2023,0,0,4,0,1,0,0,0,0
46:38.9,47:25.6,3,Handroanthus crysanthus,H13,13,25,5,2023,0,0,3,0,2,0,0,0,0
04:10.8,06:32.8,3,Handroanthus crysanthus,H02,2,27,5,2023,0,0,5,0,1,0,0,0,0
06:45.7,07:27.7,3,Handroanthus crysanthus,H06,6,27,5,2023,0,0,4,0,1,0,0,0,0
08:24.1,09:13.8,3,Handroanthus crysanthus,H11,11,27,5,2023,0,0,4,0,3,0,0,0,0
09:17.1,10:04.3,3,Handroanthus crysanthus,H10,10,27,5,2023,0,0,4,0,1,0,0,0,0
36:40.8,37:57.0,3,Handroanthus crysanthus,H14,14,3,6,2023,0,0,3,0,2,0,0,0,0
37:59.8,39:07.0,3,Handroanthus crysanthus,H07,7,3,6,2023,0,0,3,0,2,0,0,0,0
40:34.2,41:54.3,3,Handroanthus crysanthus,H01,1,3,6,2023,0,0,3,0,1,0,0,0,0
42:10.2,44:31.2,3,Handroanthus crysanthus,H05,5,3,6,2023,0,0,4,0,2,0,0,0,0
44:34.5,45:47.2,3,Handroanthus crysanthus,H02,2,3,6,2023,0,0,5,0,1,0,0,0,0
45:50.4,46:56.2,3,Handroanthus crysanthus,H12,12,3,6,2023,0,0,3,0,1,0,0,0,0
46:59.1,47:58.6,3,Handroanthus crysanthus,H13,13,3,6,2023,0,0,3,0,2,0,0,0,0
35:24.9,36:36.3,3,Handroanthus crysanthus,H07,7,18,6,2023,0,0,3,0,1,0,0,0,0
38:10.2,39:29.9,3,Handroanthus crysanthus,H01,1,18,6,2023,0,0,3,0,1,0,0,0,0
39:51.2,41:39.0,3,Handroanthus crysanthus,H04,4,18,6,2023,0,0,3,0,1,0,0,0,0
41:52.9,42:58.4,3,Handroanthus crysanthus,H05,5,18,6,2023,0,0,4,0,2,0,0,0,0
43:18.9,44:38.8,3,Handroanthus crysanthus,H14,14,18,6,2023,0,0,3,0,1,0,0,0,0
44:43.8,45:39.5,3,Handroanthus crysanthus,H02,2,18,6,2023,0,0,4,0,2,0,0,0,0
45:57.7,47:12.8,3,Handroanthus crysanthus,H12,12,18,6,2023,0,0,3,0,1,0,0,0,0
47:26.5,48:23.9,3,Handroanthus crysanthus,H13,13,18,6,2023,0,0,2,0,2,0,0,0,0
31:18.0,34:24.3,3,Handroanthus crysanthus,H04,4,5,6,2023,0,0,4,0,1,0,0,0,0
34:26.9,35:15.9,3,Handroanthus crysanthus,H06,6,5,6,2023,0,0,3,0,1,0,0,0,0
36:16.6,37:02.9,3,Handroanthus crysanthus,H10,10,5,6,2023,0,0,3,0,1,0,0,0,0
39:16.8,40:16.5,3,Handroanthus crysanthus,H11,11,6,6,2023,0,0,3,0,1,0,0,0,0
48:15.7,49:13.8,3,Handroanthus crysanthus,H11,11,19,6,2023,0,0,3,0,1,0,0,0,0
49:31.5,50:26.3,3,Handroanthus crysanthus,H06,6,19,6,2023,0,0,3,0,1,0,0,0,0
51:54.6,52:45.6,3,Handroanthus crysanthus,H10,10,19,6,2023,0,0,3,0,1,0,0,0,0
52:03.4,52:47.6,3,Handroanthus crysanthus,H07,7,26,6,2023,0,0,2,0,1,0,0,0,0
53:47.0,54:37.4,3,Handroanthus crysanthus,H14,14,26,6,2023,0,0,2,0,1,0,0,0,0
55:35.3,56:46.7,3,Handroanthus crysanthus,H01,1,26,6,2023,0,0,2,0,1,0,1,0,0
56:54.2,57:37.5,3,Handroanthus crysanthus,H12,12,26,6,2023,0,0,3,0,1,0,0,0,0
38:45.7,39:38.7,3,Handroanthus crysanthus,H05,5,28,6,2023,0,0,3,0,2,4,0,0,0
39:41.0,40:41.6,3,Handroanthus crysanthus,H04,4,28,6,2023,0,0,3,0,1,4,0,0,0
40:44.9,41:31.1,3,Handroanthus crysanthus,H13,13,28,6,2023,0,0,2,0,2,3,0,0,0
42:23.3,43:26.6,3,Handroanthus crysanthus,H06,6,28,6,2023,0,0,3,0,2,3,0,0,0
43:28.9,44:09.6,3,Handroanthus crysanthus,H10,10,28,6,2023,0,0,3,0,2,3,0,0,0
29:21.7,31:13.7,3,Handroanthus crysanthus,H02,2,1,7,2023,0,0,3,0,1,3,0,0,0
31:23.2,32:42.4,3,Handroanthus crysanthus,H11,11,1,7,2023,0,0,2,0,2,3,0,0,0
00:16.3,02:04.1,3,Handroanthus crysanthus,H05,5,19,7,2023,0,0,2,0,2,4,0,0,0
02:10.3,03:44.3,3,Handroanthus crysanthus,H04,4,19,7,2023,0,0,2,0,2,4,0,0,0
03:57.0,05:05.5,3,Handroanthus crysanthus,H12,12,19,7,2023,0,0,2,0,1,3,0,0,0
05:22.5,06:39.3,3,Handroanthus crysanthus,H13,13,19,7,2023,0,0,2,0,3,3,0,0,0
06:50.7,08:02.3,3,Handroanthus crysanthus,H06,6,19,7,2023,0,0,2,0,2,3,0,0,0
10:02.6,11:17.4,3,Handroanthus crysanthus,H10,10,19,7,2023,0,0,2,0,0,3,0,0,0
27:12.0,30:58.6,3,Handroanthus crysanthus,H02,2,22,7,2023,0,0,2,0,1,3,0,0,0
31:02.2,32:29.6,3,Handroanthus crysanthus,H11,11,22,7,2023,0,0,1,0,2,4,0,0,0
15:11.3,16:41.0,3,Handroanthus crysanthus,H07,7,29,7,2023,0,0,0,0,0,4,0,0,0
16:44.3,17:47.6,3,Handroanthus crysanthus,H14,14,29,7,2023,0,0,0,0,0,4,0,0,0
17:51.5,18:52.8,3,Handroanthus crysanthus,H01,1,29,7,2023,0,0,0,0,0,4,0,0,0
18:56.3,20:23.7,3,Handroanthus crysanthus,H12,12,29,7,2023,0,0,1,0,6,4,0,0,0
20:26.8,21:37.5,3,Handroanthus crysanthus,H02,2,29,7,2023,0,0,2,0,4,0,0,0,0
11:16.7,12:25.7,3,Handroanthus crysanthus,H11,11,30,7,2023,1,0,0,0,6,4,0,0,0
09:06.6,14:03.2,3,Handroanthus crysanthus,H05,5,2,8,2023,0,0,1,0,1,4,0,0,0
12:23.5,13:53.6,3,Handroanthus crysanthus,H04,4,2,8,2023,0,0,2,0,3,4,0,0,0
14:29.1,15:46.3,3,Handroanthus crysanthus,H13,13,2,8,2023,0,0,1,0,3,3,0,0,0
17:40.6,18:35.5,3,Handroanthus crysanthus,H06,6,2,8,2023,0,0,1,0,2,4,0,0,0
18:53.7,24:05.2,3,Handroanthus crysanthus,H10,10,2,8,2023,1,0,1,0,2,3,0,0,0
52:50.5,54:20.9,3,Handroanthus crysanthus,H01,1,23,8,2023,0,0,0,0,0,3,0,0,0
55:03.0,57:02.2,3,Handroanthus crysanthus,H04,4,23,8,2023,0,0,0,0,0,4,0,0,0
57:18.1,58:42.0,3,Handroanthus crysanthus,H05,5,23,8,2023,0,0,0,0,0,4,1,0,0
58:55.4,00:06.1,3,Handroanthus crysanthus,H06,6,23,8,2023,0,0,0,0,0,4,2,0,0
02:28.2,04:40.5,3,Handroanthus crysanthus,H10,10,23,8,2023,0,0,1,0,3,3,0,0,0
04:53.3,06:03.4,3,Handroanthus crysanthus,H12,12,23,8,2023,0,0,0,0,0,4,0,0,0
06:16.8,07:27.1,3,Handroanthus crysanthus,H13,13,23,8,2023,0,0,0,0,0,3,0,0,0
06:06.9,07:54.6,3,Handroanthus crysanthus,H14,14,26,8,2023,0,0,0,0,0,4,1,0,0
07:58.0,09:05.3,3,Handroanthus crysanthus,H07,7,26,8,2023,1,1,0,1,0,4,1,0,0
09:08.3,10:16.0,3,Handroanthus crysanthus,H02,2,26,8,2023,0,0,0,0,0,4,1,0,0
06:26.4,08:42.8,3,Handroanthus crysanthus,H01,1,13,9,2023,4,3,1,2,0,5,5,0,0
12:39.2,15:12.9,3,Handroanthus crysanthus,H12,12,13,9,2023,3,0,0,0,0,3,4,0,0
15:20.8,16:42.7,3,Handroanthus crysanthus,H13,13,13,9,2023,3,0,0,0,0,3,3,0,0
19:33.6,20:50.2,3,Handroanthus crysanthus,H07,7,16,9,2023,4,3,0,2,0,3,3,0,0
21:07.4,22:52.4,3,Handroanthus crysanthus,H14,14,16,9,2023,4,3,0,0,0,3,5,0,0
23:05.9,25:03.8,3,Handroanthus crysanthus,H10,10,16,9,2023,4,3,1,2,0,3,3,0,0
25:20.9,28:16.7,3,Handroanthus crysanthus,H06,6,16,9,2023,4,4,0,2,0,4,4,0,0
29:51.9,30:39.5,3,Handroanthus crysanthus,H02,2,16,9,2023,4,1,0,1,0,4,3,0,0
30:47.3,32:08.9,3,Handroanthus crysanthus,H11,11,16,9,2023,4,4,0,1,0,3,5,0,0
59:41.9,04:01.7,3,Handroanthus crysanthus,H11,11,27,9,2023,4,4,1,6,0,3,3,2,0
04:11.7,06:12.4,3,Handroanthus crysanthus,H02,2,27,9,2023,4,4,1,4,0,4,3,2,0
06:28.1,07:39.9,3,Handroanthus crysanthus,H01,1,27,9,2023,3,3,4,3,0,2,2,3,0
09:45.6,10:52.1,3,Handroanthus crysanthus,H07,7,27,9,2023,3,4,3,3,0,2,2,0,0
11:05.3,12:10.1,3,Handroanthus crysanthus,H14,14,27,9,2023,4,3,1,3,0,3,4,0,0
39:31.5,40:58.4,3,Handroanthus crysanthus,H05,5,30,9,2023,4,5,1,3,0,3,3,3,0
41:09.9,42:49.7,3,Handroanthus crysanthus,H12,12,30,9,2023,3,4,0,3,0,3,3,0,0
42:56.3,44:42.5,3,Handroanthus crysanthus,H04,4,30,9,2023,4,4,0,4,0,2,2,3,0
44:44.8,45:56.0,3,Handroanthus crysanthus,H13,13,30,9,2023,3,2,1,2,0,1,2,0,0
12:06.0,13:29.4,3,Handroanthus crysanthus,H10,10,1,10,2023,4,5,3,3,0,2,2,3,0
15:06.6,16:31.9,3,Handroanthus crysanthus,H10,10,1,10,2023,3,4,2,3,0,3,3,3,0
36:53.8,38:05.6,3,Handroanthus crysanthus,H11,11,3,4,2024,0,0,4,0,2,0,0,0,0
53:50.4,57:59.5,3,Handroanthus crysanthus,H11,11,16,3,2024,0,0,4,0,1,0,0,0,0
43:52.2,44:45.1,3,Handroanthus crysanthus,H10,10,30,3,2024,0,0,3,0,2,0,0,0,0
42:39.4,43:34.1,3,Handroanthus crysanthus,H06,6,30,3,2024,0,0,4,0,2,0,0,0,0
38:37.5,39:24.6,3,Handroanthus crysanthus,H13,13,30,3,2024,0,0,2,0,2,0,0,0,0
37:36.6,38:25.8,3,Handroanthus crysanthus,H12,12,30,3,2024,0,0,4,0,1,0,0,0,0
36:26.6,37:18.1,3,Handroanthus crysanthus,H05,5,30,3,2024,0,0,4,0,2,0,0,0,0
35:21.1,36:16.8,3,Handroanthus crysanthus,H04,4,30,3,2024,0,0,4,0,2,0,0,0,0
34:05.3,34:56.1,3,Handroanthus crysanthus,H01,1,27,3,2024,0,1,4,0,1,0,0,0,0
32:34.8,33:48.9,3,Handroanthus crysanthus,H02,2,27,3,2024,0,0,5,0,2,0,0,0,0
29:59.9,30:56.2,3,Handroanthus crysanthus,H07,7,27,3,2024,0,0,4,0,1,0,0,0,0
28:07.0,29:37.0,3,Handroanthus crysanthus,H14,14,27,3,2024,0,0,3,0,1,0,0,0,0
57:39.9,58:46.4,3,Handroanthus crysanthus,H10,10,16,3,2024,0,0,3,0,1,0,0,0,0
52:35.4,53:33.1,3,Handroanthus crysanthus,H02,2,16,3,2024,0,0,5,1,0,0,0,0,0
50:03.6,51:06.6,3,Handroanthus crysanthus,H06,6,13,3,2024,0,0,4,0,0,0,0,0,0
48:51.2,49:48.6,3,Handroanthus crysanthus,H13,13,13,3,2024,0,0,2,0,2,0,0,0,0
47:33.7,48:27.9,3,Handroanthus crysanthus,H12,12,13,3,2024,0,0,4,0,1,0,0,0,0
44:48.2,47:19.0,3,Handroanthus crysanthus,H04,4,13,3,2024,0,0,4,0,1,0,0,0,0
43:14.9,44:31.1,3,Handroanthus crysanthus,H05,5,13,3,2024,0,0,4,0,1,0,0,0,0
50:31.8,51:32.7,3,Handroanthus crysanthus,H07,7,9,3,2024,0,0,4,0,1,0,0,0,0
40:25.5,49:11.3,3,Handroanthus crysanthus,H01,1,9,3,2024,0,0,4,0,1,0,0,0,0
37:56.4,39:07.9,3,Handroanthus crysanthus,H14,14,9,3,2024,0,0,3,0,1,0,0,0,0
42:47.6,43:30.6,3,Handroanthus crysanthus,H10,10,28,2,2024,0,0,3,0,1,0,0,0,0
41:48.5,42:33.7,3,Handroanthus crysanthus,H06,6,28,2,2024,0,0,4,0,1,0,0,0,0
40:27.8,41:38.5,3,Handroanthus crysanthus,H13,13,28,2,2024,0,0,2,0,2,0,0,0,0
39:18.1,40:09.3,3,Handroanthus crysanthus,H12,12,28,2,2024,0,0,4,0,0,0,0,0,0
38:04.3,39:04.0,3,Handroanthus crysanthus,H05,5,28,2,2024,0,0,4,0,1,0,0,0,0
36:59.5,37:52.4,3,Handroanthus crysanthus,H04,4,28,2,2024,0,0,4,0,0,0,0,0,0
35:34.2,36:44.2,3,Handroanthus crysanthus,H01,1,28,2,2024,0,0,4,0,1,0,0,0,0
34:05.2,35:20.3,3,Handroanthus crysanthus,H11,11,24,2,2024,0,0,5,0,0,0,0,0,0
31:34.6,33:49.2,3,Handroanthus crysanthus,H02,2,24,2,2024,0,0,5,0,1,0,0,0,0
29:10.5,30:10.0,3,Handroanthus crysanthus,H14,14,2,24,2024,0,0,3,0,1,0,0,0,0
27:48.2,29:00.1,3,Handroanthus crysanthus,H07,7,24,2,2024,0,0,4,0,0,0,0,0,0
17:39.7,19:18.7,3,Handroanthus crysanthus,H11,11,10,2,2024,0,0,5,0,1,0,0,0,0
38:34.9,49:35.3,3,Handroanthus crysanthus,H10,10,9,2,2024,0,0,4,0,1,0,0,0,0
36:42.2,38:31.8,3,Handroanthus crysanthus,H06,6,9,2,2024,0,0,5,0,1,0,0,0,0
33:57.9,35:11.2,3,Handroanthus crysanthus,H13,13,9,2,2024,0,0,2,0,2,0,0,0,0
32:47.3,33:53.8,3,Handroanthus crysanthus,H12,12,9,2,2024,0,0,4,0,1,0,0,0,0
27:43.5,32:37.9,3,Handroanthus crysanthus,H05,5,9,2,2024,0,0,4,0,1,0,0,0,0
26:00.7,27:14.7,3,Handroanthus crysanthus,H04,4,9,2,2024,0,0,5,0,1,0,0,0,0
25:01.7,25:46.6,3,Handroanthus crysanthus,H02,2,9,2,2024,0,0,5,0,1,0,0,0,0
56:34.6,58:01.3,3,Handroanthus crysanthus,H01,1,8,2,2024,0,0,5,0,1,0,0,0,0
52:54.9,54:06.6,3,Handroanthus crysanthus,H07,7,8,2,2024,0,0,5,0,1,0,0,0,0
51:31.3,52:44.2,3,Handroanthus crysanthus,H14,14,8,2,2024,0,0,4,0,1,0,0,0,0
01:02.3,05:15.2,3,Handroanthus crysanthus,H07,7,25,1,2024,0,0,5,0,1,0,0,0,0
59:48.1,00:49.4,3,Handroanthus crysanthus,H14,14,25,1,2024,0,0,4,0,1,0,0,0,0
57:11.4,59:16.7,3,Handroanthus crysanthus,H10,10,21,1,2024,0,0,4,0,1,0,0,0,0
53:16.5,55:28.3,3,Handroanthus crysanthus,H06,6,21,1,2024,0,1,5,0,1,0,0,0,0
52:13.5,53:05.8,3,Handroanthus crysanthus,H04,4,21,1,2024,0,0,5,0,1,0,0,0,0
49:57.6,52:10.7,3,Handroanthus crysanthus,H02,2,20,1,2024,0,0,5,0,1,0,0,0,0
47:14.7,49:53.8,3,Handroanthus crysanthus,H05,5,21,1,2024,0,0,4,0,2,0,0,0,0
38:09.3,40:35.1,3,Handroanthus crysanthus,H11,11,20,1,2024,0,0,5,0,1,0,0,0,0
36:32.4,37:51.6,3,Handroanthus crysanthus,H13,13,20,1,2024,0,0,2,0,3,0,0,0,0
35:30.5,36:21.0,3,Handroanthus crysanthus,H12,12,20,1,2024,0,0,4,0,1,0,0,0,0
30:53.1,35:16.5,3,Handroanthus crysanthus,H01,1,20,1,2024,0,0,4,1,1,0,0,0,0
09:31.0,39:36.3,3,Handroanthus crysanthus,H10,10,7,1,2024,0,0,4,0,1,0,0,0,0
14:49.5,01:36.5,3,Handroanthus crysanthus,H05,5,23,11,2023,2,2,5,2,1,0,0,3,4
21:52.1,23:41.6,3,Handroanthus crysanthus,H12,12,7,1,2024,2,2,4,0,1,0,0,0,0
20:33.4,21:49.2,3,Handroanthus crysanthus,H13,13,7,1,2024,2,2,2,0,1,0,0,0,0
18:59.5,20:31.2,3,Handroanthus crysanthus,H04,4,7,1,2024,0,0,5,0,1,0,0,0,0
17:27.2,18:44.0,3,Handroanthus crysanthus,H05,5,7,1,2024,0,0,5,0,1,0,0,0,0
11:52.0,16:11.2,3,Handroanthus crysanthus,H06,6,7,1,2024,0,0,5,0,1,0,0,0,0
08:08.1,09:17.6,3,Handroanthus crysanthus,H01,1,6,1,2024,3,2,4,0,1,0,0,0,0
55:22.9,02:59.1,3,Handroanthus crysanthus,H14,14,4,1,2024,0,0,4,0,0,0,0,0,0
59:17.4,02:47.9,3,Handroanthus crysanthus,H11,11,6,1,2024,0,0,5,0,1,0,0,0,0
56:32.5,59:14.6,3,Handroanthus crysanthus,H02,2,6,1,2024,0,0,5,0,1,0,0,0,0
52:02.7,53:00.2,3,Handroanthus crysanthus,H07,7,4,1,2024,0,0,5,0,1,0,0,0,0
02:11.8,03:12.4,3,Handroanthus crysanthus,H11,11,10,12,2023,0,1,5,1,0,0,0,2,6
59:28.7,01:42.6,3,Handroanthus crysanthus,H02,2,9,12,2023,1,2,5,1,0,0,0,2,6
58:30.9,59:18.3,3,Handroanthus crysanthus,H13,13,9,12,2023,1,1,3,1,0,0,0,3,5
56:15.5,57:16.1,3,Handroanthus crysanthus,H10,10,9,12,2023,3,3,3,1,0,0,0,3,6
53:29.7,54:28.9,3,Handroanthus crysanthus,H06,6,9,12,2023,2,2,4,1,0,0,0,3,5
52:14.2,53:26.5,3,Handroanthus crysanthus,H04,4,9,12,2023,2,3,4,3,0,0,0,3,5
50:27.6,51:17.1,3,Handroanthus crysanthus,H12,12,7,12,2023,0,0,4,1,0,0,0,4,5
48:53.3,49:34.7,3,Handroanthus crysanthus,H05,5,7,12,2023,2,2,5,1,1,0,0,3,5
47:29.9,48:46.0,3,Handroanthus crysanthus,H01,1,7,12,2023,2,2,4,1,1,0,0,3,6
43:14.5,45:27.3,3,Handroanthus crysanthus,H14,14,7,12,2023,2,2,3,2,0,0,0,3,5
42:10.5,43:09.3,3,Handroanthus crysanthus,H07,7,7,12,2023,0,0,5,1,0,0,0,0,0
51:54.4,52:42.7,3,Handroanthus crysanthus,H14,14,25,11,2023,2,2,3,2,0,0,0,3,3
50:59.0,51:46.0,3,Handroanthus crysanthus,H07,7,25,11,2023,1,1,5,2,0,0,0,0,0
47:53.6,48:42.3,3,Handroanthus crysanthus,H11,11,25,11,2023,1,2,5,2,2,0,0,3,2
45:34.6,47:10.6,3,Handroanthus crysanthus,H02,2,25,11,2023,2,3,4,3,0,0,0,3,2
30:32.0,33:11.4,3,Handroanthus crysanthus,H10,10,23,11,2023,2,2,3,2,0,0,0,3,2
23:13.7,28:45.3,3,Handroanthus crysanthus,H06,6,23,11,2023,2,2,5,1,0,0,0,3,2
21:46.8,23:00.5,3,Handroanthus crysanthus,H13,13,23,11,2023,3,2,2,2,0,0,0,3,0
20:33.9,21:35.1,3,Handroanthus crysanthus,H12,12,23,11,2023,0,0,4,2,0,0,0,4,3
19:27.4,20:24.8,3,Handroanthus crysanthus,H04,4,23,11,2023,0,2,5,0,0,0,0,4,3
37:37.2,39:45.7,3,Handroanthus crysanthus,H10,10,5,11,2023,3,3,2,3,0,0,0,3,0
35:30.1,37:17.0,3,Handroanthus crysanthus,H02,2,5,11,2023,3,4,1,5,0,0,0,3,0
32:26.2,34:49.0,3,Handroanthus crysanthus,H11,11,5,11,2023,3,4,2,5,0,0,0,3,0
09:01.7,12:11.2,3,Handroanthus crysanthus,H14,14,4,11,2023,3,3,2,4,0,0,0,3,0
07:20.4,08:56.7,3,Handroanthus crysanthus,H07,7,4,11,2023,1,1,3,5,0,0,0,0,0
07:31.3,32:37.0,3,Handroanthus crysanthus,H04,4,2,11,2023,2,4,4,3,0,1,6,4,0
16:36.0,30:31.8,3,Handroanthus crysanthus,H12,12,2,11,2023,2,2,4,4,0,0,0,4,0
13:25.7,30:08.1,3,Handroanthus crysanthus,H01,1,2,11,2023,3,3,5,4,0,0,0,4,0
18:15.0,19:33.0,3,Handroanthus crysanthus,H13,13,2,11,2023,2,3,1,2,0,0,0,3,0
14:59.7,16:19.3,3,Handroanthus crysanthus,H05,5,2,11,2023,3,3,3,4,0,0,0,3,0
59:31.0,01:16.0,3,Handroanthus crysanthus,H10,10,21,10,2023,3,3,2,3,0,0,0,3,0
57:12.6,58:20.5,3,Handroanthus crysanthus,H06,6,21,10,2023,3,5,3,2,0,0,0,3,0
54:57.3,57:08.1,3,Handroanthus crysanthus,H05,5,21,10,2023,4,4,2,4,0,0,0,4,0
53:41.5,54:37.4,3,Handroanthus crysanthus,H01,1,18,10,2023,3,4,4,4,0,0,0,4,0
52:38.6,53:32.2,3,Handroanthus crysanthus,H12,12,18,10,2023,2,3,3,5,0,0,0,4,0
51:36.8,52:29.4,3,Handroanthus crysanthus,H13,13,18,10,2021,2,3,2,2,0,0,0,3,0
50:11.8,51:31.6,3,Handroanthus crysanthus,H04,4,18,10,2023,4,4,2,5,0,0,0,4,0
48:54.9,50:04.8,3,Handroanthus crysanthus,H02,2,18,10,2023,4,4,1,4,0,2,2,3,0
47:19.4,48:47.0,3,Handroanthus crysanthus,H11,11,18,10,2023,4,4,2,5,0,1,0,3,0
25:26.3,26:47.3,3,Handroanthus crysanthus,H07,7,15,10,2023,3,3,3,3,0,0,0,0,0
23:39.7,25:21.3,3,Handroanthus crysanthus,H14,14,15,10,2023,3,3,1,3,0,0,0,0,0
59:15.1,00:14.0,3,Handroanthus crysanthus,H14,14,17,4,2024,0,0,3,0,1,0,0,0,0
26:10.7,27:07.5,3,Handroanthus crysanthus,H10,10,20,4,2024,0,0,3,0,2,0,0,0,0
23:21.6,24:20.2,3,Handroanthus crysanthus,H06,6,20,4,2024,0,0,4,0,1,0,0,0,0
21:20.8,22:42.6,3,Handroanthus crysanthus,H04,4,20,4,2024,0,0,4,0,1,0,0,0,0
19:44.6,20:59.4,3,Handroanthus crysanthus,H05,5,20,4,2024,0,0,4,0,1,0,0,0,0
17:55.7,19:27.5,3,Handroanthus crysanthus,H13,13,20,4,2024,0,0,2,0,1,0,0,0,0
15:58.4,17:42.9,3,Handroanthus crysanthus,H12,12,20,4,2024,0,0,4,0,1,0,0,0,0
14:39.3,15:32.8,3,Handroanthus crysanthus,H11,11,18,4,2024,0,0,4,0,2,0,0,0,0
05:12.0,06:47.4,3,Handroanthus crysanthus,H02,2,17,4,2024,0,0,4,0,2,0,0,0,0
03:56.4,04:51.4,3,Handroanthus crysanthus,H01,1,17,4,2024,0,0,4,0,2,0,0,0,0
01:08.9,02:12.3,3,Handroanthus crysanthus,H07,7,17,4,2024,0,0,4,0,1,0,0,0,0
08:46.0,09:45.9,3,Handroanthus crysanthus,H10,10,2,5,2024,0,0,3,0,1,0,0,0,0
04:57.5,05:58.3,3,Handroanthus crysanthus,H06,6,2,5,2024,0,0,4,0,1,0,0,0,0
02:55.6,03:51.0,3,Handroanthus crysanthus,H04,4,2,5,2024,0,0,3,0,1,0,0,0,0
01:44.3,02:40.6,3,Handroanthus crysanthus,H13,13,2,5,2024,0,0,2,0,2,0,0,0,0
00:11.0,01:31.6,3,Handroanthus crysanthus,H12,12,2,5,2024,0,0,3,0,0,0,0,0,0
57:01.8,58:22.4,3,Handroanthus crysanthus,H05,5,2,5,2024,0,0,3,0,1,0,0,0,0
55:46.2,56:35.8,3,Handroanthus crysanthus,H01,1,2,5,2024,0,0,3,0,2,0,0,0,0
54:31.2,55:30.4,3,Handroanthus crysanthus,H02,2,2,5,2024,0,0,4,0,2,0,0,0,0
23:38.4,24:49.5,3,Handroanthus crysanthus,H10,10,25,5,2024,0,0,3,0,1,2,0,0,0
20:01.2,21:03.6,3,Handroanthus crysanthus,H06,6,25,5,2024,0,0,4,0,1,2,0,0,0
18:14.0,19:48.7,3,Handroanthus crysanthus,H04,4,25,5,2024,0,0,3,0,2,2,0,0,0
16:16.1,17:58.6,3,Handroanthus crysanthus,H13,13,24,5,2024,0,0,2,0,2,2,0,0,0
14:14.4,15:09.4,3,Handroanthus crysanthus,H05,5,24,5,2024,0,0,3,0,1,2,0,0,0
12:55.6,14:00.1,3,Handroanthus crysanthus,H12,12,24,5,2024,0,0,3,0,1,2,0,0,0
11:49.0,12:44.3,3,Handroanthus crysanthus,H02,2,24,5,2024,0,0,4,0,2,2,0,0,0
10:40.1,11:37.2,3,Handroanthus crysanthus,H11,11,24,5,2024,0,0,4,0,2,3,0,0,0
03:52.7,04:44.5,3,Handroanthus crysanthus,H01,1,22,5,2024,0,0,3,0,2,0,0,0,0
01:26.6,02:27.8,3,Handroanthus crysanthus,H07,7,22,5,2024,0,0,3,0,2,0,0,0,0
57:59.4,59:05.3,3,Handroanthus crysanthus,H14,14,22,5,2024,0,0,3,0,1,3,0,0,0
