"RootFolder","File","RelativePath","DateTime","TreeID","Temperature","Empty","Species","Count","Behaviour","Same_IND","Comment","CameraID","Date","infant"
"RECONYX_24_cloud","RCNX0065.AVI","H01_6\240706-31_R300_H01 ","2024-07-24 22:41:30","H01",18,FALSE,"Aot",1,"Florivory",FALSE,"","300R","2024-07-24",0
"RECONYX_24_cloud","RCNX0079.AVI","H01_6\240706-31_R300_H01 ","2024-07-28 03:13:20","H01",16,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-07-28",0
"RECONYX_24_cloud","RCNX0086.AVI","H01_6\240706-31_R300_H01 ","2024-07-29 02:28:16","H01",15,FALSE,"Aot",2,"Florivory",FALSE,"","300R","2024-07-29",0
"RECONYX_24_cloud","RCNX0097.AVI","H01_6\240706-31_R300_H01 ","2024-07-30 03:18:14","H01",13,FALSE,"Aot",2,"Florivory",FALSE,"","300R","2024-07-30",0
"RECONYX_24_cloud","RCNX0107.AVI","H01_6\240706-31_R300_H01 ","2024-07-31 00:30:58","H01",15,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-07-31",0
"RECONYX_24_cloud","RCNX0109.AVI","H01_6\240706-31_R300_H01 ","2024-07-31 01:44:06","H01",16,FALSE,"Aot",1,"Inspecting",FALSE,"","300R","2024-07-31",0
"RECONYX_24_cloud","RCNX0120.AVI","H01_6\240706-31_R300_H01 ","2024-07-31 21:14:48","H01",16,FALSE,"Aot",1,"Florivory",FALSE,"","300R","2024-07-31",0
"RECONYX_24_cloud","RCNX0086.AVI","H11_6\240729-0808_R800_H11 ","2024-07-31 05:06:10","H11",12,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-07-31",0
"RECONYX_24_cloud","RCNX0124.AVI","H01_6\240801-07_R300_H01 ","2024-08-01 04:20:50","H01",14,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-08-01",0
"RECONYX_24_cloud","RCNX0093.AVI","H11_6\240729-0808_R800_H11 ","2024-08-04 05:13:34","H11",11,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-08-04",0
"RECONYX_24_cloud","RCNX0151.AVI","H01_6\240801-07_R300_H01 ","2024-08-05 01:01:34","H01",15,FALSE,"Aot",1,"Inspecting",FALSE,"","300R","2024-08-05",0
"RECONYX_24_cloud","RCNX0154.AVI","H01_6\240801-07_R300_H01 ","2024-08-05 21:04:02","H01",15,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-08-05",0
"RECONYX_R_24_Transcend","RCNX0007.AVI","H01_R24\240808-31_R300_H01 ","2024-08-09 04:29:00","H01",13,FALSE,"Aot",2,"Wandering",FALSE,"","300R","2024-08-09",0
"RECONYX_R_24_Transcend","RCNX0001.AVI","H11_R24\240809-21_R800_H11 ","2024-08-09 20:04:00","H11",14,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-08-09",0
"RECONYX_R_24_Transcend","RCNX0010.AVI","H01_R24\240808-31_R300_H01 ","2024-08-10 21:34:00","H01",14,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-08-10",0
"RECONYX_R_24_Transcend","RCNX0012.AVI","H01_R24\240808-31_R300_H01 ","2024-08-11 02:32:00","H01",15,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-08-11",0
"RECONYX_R_24_Transcend","RCNX0002.AVI","H11_R24\240809-21_R800_H11 ","2024-08-11 05:42:00","H11",13,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-08-11",0
"RECONYX_R_24_Transcend","RCNX0022.AVI","H01_R24\240808-31_R300_H01 ","2024-08-13 03:04:00","H01",15,FALSE,"Aot",1,"Inspecting",FALSE,"","300R","2024-08-13",0
"RECONYX_R_24_Transcend","RCNX0028.AVI","H01_R24\240808-31_R300_H01 ","2024-08-15 05:09:00","H01",12,FALSE,"Aot",3,"Wandering",FALSE,"","300R","2024-08-15",0
"RECONYX_R_24_Transcend","RCNX0040.AVI","H01_R24\240808-31_R300_H01 ","2024-08-17 02:17:00","H01",16,FALSE,"Aot",1,"Wandering",FALSE,"Fruits developping","300R","2024-08-17",0
"RECONYX_R_24_Transcend","RCNX0053.AVI","H01_R24\240808-31_R300_H01 ","2024-08-24 23:56:00","H01",13,FALSE,"Aot",1,"Inspecting",FALSE,"","300R","2024-08-24",0
"RECONYX_R_24_Transcend","RCNX0062.AVI","H01_R24\240808-31_R300_H01 ","2024-08-29 03:56:00","H01",12,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-08-29",0
"RECONYX_R_24_Transcend","RCNX0066.AVI","H01_R24\240808-31_R300_H01 ","2024-08-29 20:31:00","H01",17,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-08-29",0
"RECONYX_R_24_Transcend","RCNX0069.AVI","H01_R24\240808-31_R300_H01 ","2024-08-31 02:15:00","H01",11,FALSE,"Aot",1,"Inspecting",FALSE,"","300R","2024-08-31",0
"RECONYX_R_24_Transcend","RCNX0010.AVI","H01_R24\240831-0924_R300_H01 ","2024-09-01 05:17:00","H01",13,FALSE,"Aot",3,"Wandering",FALSE,"","300R","2024-09-01",0
"RECONYX_R_24_Transcend","RCNX0075.AVI","H01_R24\240831-0924_R300_H01 ","2024-09-07 22:07:00","H01",16,FALSE,"Aot",1,"Wandering",FALSE,"","300R","2024-09-07",0
"RECONYX_R_24_Transcend","RCNX0001.AVI","H01_R24\240924-1025_R300_H01 ","2024-09-24 19:04:00","H01",16,FALSE,"Aot",2,"Herbivory",FALSE,"","300R","2024-09-24",0
"RECONYX_R_24_Transcend","RCNX0005.AVI","H06_R24\240917-1023_R500_H06 ","2024-09-24 20:41:00","H06",14,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-09-24",0
"RECONYX_R_24_Transcend","RCNX0002.AVI","H11_R24\240925-1024_R800_H11 ","2024-09-27 01:50:00","H11",12,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-09-27",0
"RECONYX_R_24_Transcend","RCNX0012.AVI","H11_R24\240925-1024_R800_H11 ","2024-10-12 21:37:00","H11",16,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-10-12",0
"RECONYX_R_24_Transcend","RCNX0003.AVI","H11_R24\241027-1127_R800_H11 ","2024-10-28 00:01:00","H11",16,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-10-28",0
"RECONYX_R_24_Transcend","RCNX0003.AVI","H06_R24\241026_1128_R500_H06 ","2024-10-29 18:41:00","H06",14,FALSE,"Aot",2,"Wandering",FALSE,"","500R","2024-10-29",0
"RECONYX_R_24_Transcend","RCNX0004.AVI","H06_R24\241026_1128_R500_H06 ","2024-11-01 03:21:00","H06",15,FALSE,"Aot",2,"Wandering",FALSE,"","500R","2024-11-01",0
"RECONYX_R_24_Transcend","RCNX0084.AVI","H11_R24\241027-1127_R800_H11 ","2024-11-04 03:28:00","H11",12,FALSE,"Aot",1,"Wandering",FALSE,"","800R","2024-11-04",0
"RECONYX_R_24_Transcend","RCNX0006.AVI","H06_R24\241026_1128_R500_H06 ","2024-11-06 04:31:00","H06",14,FALSE,"Aot",3,"Wandering",FALSE,"","500R","2024-11-06",0
"RECONYX_R_24_Transcend","RCNX0085.AVI","H11_R24\241027-1127_R800_H11 ","2024-11-06 01:02:00","H11",15,FALSE,"Aot",2,"Wandering",FALSE,"","800R","2024-11-06",0
"RECONYX_R_24_Transcend","RCNX0013.AVI","H06_R24\241026_1128_R500_H06 ","2024-11-10 18:28:00","H06",17,FALSE,"Aot",2,"Wandering",FALSE,"","500R","2024-11-10",0
"RECONYX_R_24_Transcend","RCNX0032.AVI","H06_R24\241026_1128_R500_H06 ","2024-11-14 18:33:00","H06",19,FALSE,"Aot",3,"Wandering",FALSE,"","500R","2024-11-14",0
"RECONYX_R_24_Transcend","RCNX0143.AVI","H11_R24\241027-1127_R800_H11 ","2024-11-19 22:28:00","H11",15,FALSE,"Aot",3,"Wandering",FALSE,"","800R","2024-11-19",0
"RECONYX_R_24_Transcend","RCNX0099.AVI","H06_R24\241026_1128_R500_H06 ","2024-11-25 20:58:00","H06",14,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-11-25",0
"RECONYX_R_24_Transcend","RCNX0001.AVI","H04_R24\241126_R600_H04 ","2024-11-26 22:23:00","H04",15,FALSE,"Aot",1,"Inspecting",FALSE,"","600R","2024-11-26",0
"RECONYX_R_24_Transcend","RCNX0105.AVI","H06_R24\241026_1128_R500_H06 ","2024-11-26 19:39:00","H06",16,FALSE,"Aot",1,"Wandering",FALSE,"","500R","2024-11-26",0
"RECONYX_R_24_Transcend","RCNX0154.AVI","H11_R24\241027-1127_R800_H11 ","2024-11-27 02:12:00","H11",14,FALSE,"Aot",3,"Wandering",FALSE,"","800R","2024-11-27",0
