month,precip_mm
2023-08-01,108.39999999999993
2023-09-01,98.49999999999999
2023-10-01,124.49999999999983
2023-11-01,97.39999999999992
2023-12-01,162.59999999999977
2024-01-01,160.19999999999953
2024-02-01,162.89999999999958
2024-03-01,162.2999999999997
2024-04-01,109.79999999999986
2024-05-01,125.29999999999993
2024-06-01,153.09999999999982
2024-07-01,100.19999999999986
2024-08-01,57.60000000000004
2024-09-01,91.99999999999997
2024-10-01,138.69999999999982
2024-11-01,55.10000000000003
